3z 150 mg, pó para suspensão oral, 150 mg
3z 200 mg, pó para suspensão oral, 200 mg
3z 250 mg, pó para suspensão oral, 250 mg
3z 500 mg, pó para suspensão oral, 500 mg
AAS 150, 150 mg
Meiact, 200 mg
Meiact, 400 mg
Melatonina Pharma Nord, 3 mg
Melaxose, Associação
Meldoc, 20 mg
Meldoc, 40 mg
Meldoc, 80 mg
Melhoral, 500 mg + 30 mg
Meloxicam Almus, 15 mg
Meloxicam Almus, 7.5 mg
Meloxicam Aurobindo, 15 mg
Meloxicam Aurobindo, 7.5 mg
Meloxicam Azevedos, 15 mg
Meloxicam Azevedos, 7.5 mg
Meloxicam Basi, 15 mg
Meloxicam Basi, 7.5 mg
Meloxicam Bluepharma, 15 mg
Meloxicam Bluepharma, 7.5 mg
Meloxicam Ciclum, 15 mg
Meloxicam Ciclum, 7.5 mg
Meloxicam Cinfa, 15 mg
Meloxicam Cinfa, 7.5 mg
Meloxicam Dortex, 15 mg
Meloxicam Dortex, 7.5 mg
Meloxicam Generis 15 mg comprimidos, 15 mg
Meloxicam Generis 7,5 mg comprimidos, 7.5 mg
Meloxicam GP 15 mg Comprimidos, 15 mg
Meloxicam GP 7,5 mg Comprimidos, 7.5 mg
Meloxicam Lador, 15 mg
Meloxicam Lador, 7.5 mg
Meloxicam Melpor, 15 mg
Meloxicam Melpor, 7.5 mg
Meloxicam Mylan, 15 mg
Meloxicam Mylan, 7.5 mg
Meloxicam ratiopharm, 15 mg
Meloxicam ratiopharm, 7.5 mg
Meloxicam Tetrafarma, 15 mg
Meloxicam Tetrafarma, 7.5 mg
Memantina Alter, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Alter, 10 mg
Memantina Alter, 20 mg
Memantina Aluzime, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Aluzime, 10 mg
Memantina Aluzime, 20 mg
Memantina Aristo, 10 mg
Memantina Aristo, 10 mg/ml
Memantina Aristo, 20 mg
Memantina Aurobindo, 10 mg
Memantina Aurobindo, 20 mg
Memantina Aurovitas, 10 mg
Memantina Aurovitas, 20 mg
Memantina Bluepharma, 10 mg
Memantina Bluepharma, 20 mg
Memantina Ciclum, 10 mg
Memantina Ciclum, 10 mg/ml
Memantina Ciclum, 20 mg
Memantina Cinfa, 10 mg
Memantina Cinfa, 20 mg
Memantina Farmoz, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Farmoz, 10 mg
Memantina Farmoz, 20 mg
Memantina Generis, 10 mg
Memantina Generis, 20 mg
Memantina GP, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina GP, 10 mg
Memantina GP, 20 mg
Memantina Jaba, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Jaba, 10 mg
Memantina Jaba, 20 mg
Memantina Krka, 10 mg
Memantina Krka, 20 mg
Memantina LEK, 10 mg
Memantina LEK, 20 mg
Memantina Mer, 10 mg
Memantina Mer, 20 mg
Memantina Mylan, 10 mg
Memantina Mylan, 20 mg
Memantina Pentafarma, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Pentafarma, 10 mg
Memantina Pentafarma, 20 mg
Memantina Pharmakern, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Pharmakern, 10 mg
Memantina Pharmakern, 10 mg/ml
Memantina Pharmakern, 20 mg
Memantina Rasec, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Rasec, 10 mg
Memantina Rasec, 20 mg
Memantina ratiopharm, 10 mg
Memantina ratiopharm, 20 mg
Memantina TAD, 10 mg
Memantina TAD, 20 mg
Memantina Tecnigen, 10 mg
Memantina Tecnigen, 20 mg
Memantina Teva, 10 mg
Memantina Teva, 20 mg
Memantina toLife, 10 mg
Memantina toLife, 20 mg
Memantina Zentiva, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Memantina Zentiva, 10 mg
Memantina Zentiva, 20 mg
Memoria, Associação
Meningitec, 10 µg/0.5 ml + 15 µg/0.5 ml
Menjugate, 10 µg/0.5 ml+12.5-25 µg/0.5 ml
Menokor, 6.5 mg
Menopur, 1200 U.I.
Menopur, 600 U.I.
Menopur, 75 U.I./1 ml
Mentocaína Anti-Inflam, 8.75 mg
Mentocaína Mel e Limão, 1.2 mg + 0.6 mg
Mentocaína Menta, 1.2 mg + 0.6 mg
Mentocaína Spray, 17.16 mg/ml
Mentocaína-R, 1.05 mg + 2.5 mg
Menveo, Associação
Meocil, 5 mg/g + 5 mg/g + 100 mg/g
Mephaquin Lactab, 250 mg
Mepranil, 10 mg + 10 mg
Mepranil, 10 mg + 5 mg
Mepranil, 2.5 mg + 5 mg
Mepranil, 5 mg + 10 mg
Mepranil, 5 mg + 5 mg
Mepraz 10 mg Cápsulas Duras Gastrorresistentes, 10 mg
Mepraz 40 mg Cápsulas Duras Gastrorresistentes, 40 mg
Mercilon, 0.15 mg + 0.02 mg
Mestinon, 60 mg
Metabol, 1229.6 mg
Metamizol Cinfa, 575 mg
Metamizol Sandoz, 500 mg
Metex PEN, 10 mg/0.2 ml
Metex PEN, 12.5 mg/0.25 ml
Metex PEN, 15 mg/0.3 ml
Metex PEN, 17.5 mg/0.35 ml
Metex PEN, 20 mg/0.4 ml
Metex PEN, 22.5 mg/0.45 ml
Metex PEN, 25 mg/0.5 ml
Metex PEN, 30 mg/0.6 ml
Metex PEN, 7.5 mg/0.15 ml
Metex, 50 mg/ml
Metformina + Piogliotazona Farmoz, 850 mg + 15 mg
Metformina + Pioglitazona Pentafarma, 850 mg + 15 mg
Metformina + Sitagliptina Vitalion, 1000 mg + 50 mg
Metformina + Sitagliptina Vitalion, 850 mg + 50 mg
Metformina + Vildagliptina ratiopharm, 1000 mg + 50 mg
Metformina + Vildagliptina ratiopharm, 850 mg + 50 mg
Metformina + Vildagliptina Teva, 1000 mg + 50 mg
Metformina + Vildagliptina Teva, 850 mg + 50 mg
Metformina + Vildagliptina Vitória, 1000 mg + 50 mg
Metformina + Vildagliptina Vitória, 850 mg + 50 mg
Metformina Anova, 1000 mg
Metformina Anova, 500 mg
Metformina Anova, 850 mg
Metformina Aurobindo, 1000 mg
Metformina Aurobindo, 500 mg
Metformina Aurobindo, 850 mg
Metformina Aurovitas, 1000 mg
Metformina Aurovitas, 850 mg
Metformina Azevedos, 1000 mg
Metformina Azevedos, 500 mg
Metformina Azevedos, 850 mg
Metformina Basi, 1000 mg
Metformina Basi, 500 mg
Metformina Basi, 850 mg
Metformina Bluefish, 1000 mg
Metformina Bluefish, 850 mg
Metformina Ciclum, 1000 mg
Metformina Ciclum, 500 mg
Metformina Ciclum, 850 mg
Metformina Cinfa 1000 mg Comprimidos, 1000 mg
Metformina Cinfa 850 mg Comprimidos, 850 mg
Metformina Dinerfene, 500 mg
Metformina Dinerfene, 850 mg
Metformina Generis 1000 mg Comprimidos, 1000 mg
Metformina Generis 500 mg Comprimidos Revestidos, 500 mg
Metformina Generis 850 mg Comprimidos Revestidos, 850 mg
Metformina Mylan, 1000 mg
Metformina Mylan, 500 mg
Metformina Mylan, 850 mg
Metformina Pensa, 1000 mg
Metformina Pensa, 500 mg
Metformina Pensa, 850 mg
Metformina Pharmakern, 1000 mg
Metformina Pharmakern, 850 mg
Metformina Ratiopharm, 1000 mg
Metformina Ratiopharm, 500 mg
Metformina Ratiopharm, 850 mg
Metformina Romac, 850 mg
Metformina Sandoz 1000 mg Comprimidos revestidos, 1000 mg
Metformina Sandoz 850 mg Comprimidos revestidos, 850 mg
Metformina ToLife, 1000 mg
Metformina ToLife, 500 mg
Metformina ToLife, 850 mg
Metformina Zentiva, 1000 mg
Metformina Zintem, 1000 mg
Metformina Zintem, 500 mg
Metformina Zintem, 850 mg
Metgen, 1 mg/ml
Methergin, 0.125 mg
Metibasol, 5 mg
Metilfenidato Ciclum, 10 mg
Metilfenidato Ciclum, 20 mg
Metilfenidato Ciclum, 30 mg
Metilfenidato Ciclum, 40 mg
Metilfenidato Ciclum, 60 mg
Metilfenidato Farmoz, 18 mg
Metilfenidato Farmoz, 27 mg
Metilfenidato Farmoz, 36 mg
Metilfenidato Farmoz, 54 mg
Metilfenidato Mylan, 18 mg
Metilfenidato Mylan, 27 mg
Metilfenidato Mylan, 36 mg
Metilfenidato Mylan, 54 mg
Metilfenidato ratiopharm, 18 mg
Metilfenidato ratiopharm, 27 mg
Metilfenidato ratiopharm, 36 mg
Metilfenidato ratiopharm, 54 mg
Metilfenidato Sandoz, 18 mg
Metilfenidato Sandoz, 27 mg
Metilfenidato Sandoz, 36 mg
Metilfenidato Sandoz, 54 mg
Metoclopramida Labesfal, 10 mg
Metoclopramida Labesfal, 10 mg/2 ml
Metoclopramida Medinfar, 10 mg
Metoclopramida Medinfar, 10 mg/2 ml
Metoprolol Aurobindo, 100 mg
Metroderme, 7.5 mg/g
Metronidazol Generis, 250 mg
Mezavant, 1200 mg
Micanol, 30 mg/g
Micardis, 20 mg
Micardis, 40 mg
Micardis, 80 mg
MicardisPlus, 40 mg + 12.5 mg
MicardisPlus, 80 mg + 12.5 mg
MicardisPlus, 80 mg + 25 mg
Micetinoftalmina, 10 mg/g
Micetinoftalmina, 5 mg/ml
Micofenolato de Mofetil Accord, 250 mg
Micofenolato de Mofetil Accord, 500 mg
Micofenolato de Mofetil Aristo, 250 mg
Micofenolato de Mofetil Aristo, 500 mg
Micofenolato de Mofetil Aurovitas, 250 mg
Micofenolato de Mofetil Aurovitas, 500 mg
Micofenolato de mofetil Generis, 250 mg
Micofenolato de mofetil Generis, 500 mg
Micofenolato de Mofetil Germed, 500 mg
Micofenolato de mofetil Mylan, 500 mg
Micolysin, 10 mg/g
Microgeste, 0.015 mg + 0.06 mg
Microginon, 0.03 mg + 0.15 mg
Microlax, 270 mg/3 ml + 27 mg/3 ml
Microlax, 450 mg/5 ml + 45 mg/5 ml
Micropam, 5 mg/2.5 ml
Mictonorm OD, 30 mg
Mictonorm OD, 45 mg
Midriodavi, 10 mg/ml
Mifedam, 500 mg
Miflonide Breezhaler, 200 µg
Miflonide Breezhaler, 400 µg
Migard, 2.5 mg
Migraleve, 500 mg + 8 mg + 6.25 mg
Migraspirina, 500 mg
Migretil, Associação
Milid, 300 mg
Minesse, 0.015 mg + 0.06 mg
Minidiab, 5 mg
Minigeste, 0.02 mg + 0.075 mg
Minirin 0,1 mg, 0.1 mg
Minirin 0,2 mg, 0.2 mg
Minirin, 0.06 mg
Minirin, 0.12 mg
Minirin, 0.24 mg
Minocin, 100 mg
Minotrex, 100 mg
Minox 2, 20 mg/ml
Minox 5, 50 mg/ml
Minoxidil Biorga, 20 mg/ml
Minoxidil Biorga, 50 mg/ml
Minulet, 0.03 mg + 0.075 mg
Miodia, 15 mg
Miodia, 30 mg
Miostenil, 250 mg + 250 mg
Miranova, 0.02 mg + 0.1 mg
Mirena, 20 µg/24 h
Mirtazapina Almus, 15 mg
Mirtazapina Almus, 30 mg
Mirtazapina Alter 15 mg Comprimidos, 15 mg
Mirtazapina Alter 30 mg Comprimidos, 30 mg
Mirtazapina Alter, 15 mg
Mirtazapina Alter, 30 mg
Mirtazapina Alter, 45 mg
Mirtazapina Aurobindo, 15 mg
Mirtazapina Aurobindo, 30 mg
Mirtazapina Aurobindo, 45 mg
Mirtazapina Aurovitas, 15 mg
Mirtazapina Aurovitas, 30 mg
Mirtazapina Aurovitas, 45 mg
Mirtazapina Azevedos, 15 mg
Mirtazapina Azevedos, 30 mg
Mirtazapina Azevedos, 45 mg
Mirtazapina Bluefish, 15 mg
Mirtazapina Bluefish, 30 mg
Mirtazapina Bluefish, 45 mg
Mirtazapina Bluepharma, 15 mg
Mirtazapina Bluepharma, 30 mg
Mirtazapina Carencil, 30 mg
Mirtazapina Ciclum, 15 mg
Mirtazapina Ciclum, 30 mg
Mirtazapina Cinfa, 30 mg
Mirtazapina Farmoz 15 mg Comprimidos, 15 mg
Mirtazapina Farmoz 30 mg Comprimidos, 30 mg
Mirtazapina Generis Phar, 15 mg
Mirtazapina Generis Phar, 30 mg
Mirtazapina Generis, 15 mg
Mirtazapina Generis, 30 mg
Mirtazapina Generis, 45 mg
Mirtazapina Jaba, 15 mg
Mirtazapina Jaba, 30 mg
Mirtazapina KRKA, 15 mg
Mirtazapina Krka, 30 mg
Mirtazapina KRKA, 45 mg
Mirtazapina Labesfal, 15 mg
Mirtazapina Labesfal, 30 mg
Mirtazapina Labesfal, 45 mg
Mirtazapina Mylan, 15 mg
Mirtazapina Mylan, 30 mg
Mirtazapina Mylan, 45 mg
Mirtazapina Psidep 15 mg Comprimidos Revestidos, 15 mg
Mirtazapina Psidep 30 mg Comprimidos Revestidos, 30 mg
Mirtazapina Ratiopharm 15 mg Comprimidos revestidos, 15 mg
Mirtazapina ratiopharm 30 mg Comprimidos Revestidos, 30 mg
Mirtazapina Ratiopharm, 15 mg
Mirtazapina Ratiopharm, 30 mg
Mirtazapina Ratiopharm, 45 mg
Mirtazapina Sandoz, 15 mg
Mirtazapina Sandoz, 30 mg
Mirtazapina ToLife 15 mg Comprimidos, 15 mg
Mirtazapina ToLife 30 mg Comprimidos, 30 mg
Mirtazapina Vida, 15 mg
Mirtazapina Vida, 30 mg
Mirtazapina Zentiva, 15 mg
Mirtazapina Zentiva, 30 mg
Mirvaso, 3 mg/g
Mitgenor, 1000 mg
Mitgenor, 500 mg
Mitgenor, 850 mg
Mitoxantrona Sandoz, 2 mg/ml
Mixtard 30 Penfill, 100 U.I./ml (30% + 70%)
Mobilat, 2 mg/g + 20 mg/g
Mobilisin, 30 mg/g + 2 mg/g
Mobilisin, 30 mg/g + 20 mg/g + 2 mg/g
Moclobemida Genedec 150 mg Comprimidos, 150 mg
Modafinil Generis, 100 mg
Modafinil Labesfal, 100 mg
Modafinil Limeg, 100 mg
Moderlax, 5 mg
Modigraf, 0.2 mg
Modigraf, 1 mg
Modina, 0.2 mg/ml
Modina, 30 mg
Modiodal, 100 mg
Modulanzime, Associação
Moduretic, 50 mg + 5 mg
Molaxole, Associação
Molesart, 40 mg
Molinar, 22400 U.I.
Momen, 30 mg/g
Momendol, 100 mg/g
Momendol, 200 mg
Moment 200, 200 mg
Mometasona Alter, 50 µg/dose
Mometasona Generis, 50 µg/dose
Mometasona Mylan, 1 mg/g
Mometasona Ratiopharm, 50 µg/dose
Mometasona Sandoz, 50 µg/dose
Mometasona Teva, 50 µg/dose
Monexe, 160 mg + 12.5 mg
Monexe, 160 mg + 25 mg
Monexe, 320 mg + 12.5 mg
Monexe, 320 mg + 25 mg
Monexe, 80 mg + 12.5 mg
Monocid, 1000 mg/2.5 ml
Monocid, 500 mg/2 ml
Monocid, 500 mg/2.5 ml
Monoket Retard, 50 mg
Monoket, 20 mg
Monoket, 40 mg
Monolitum, 15 mg
Monolitum, 30 mg
Mononitrato de Isossorbido Mylan, 60 mg
Monopront Retard, 50 mg
Monopront, 20 mg
Monoprost Duo, 0.01 mg/0.2 ml + 1 mg/0.2 ml
Monoprost, 0.05 mg/ml
Montelucaste Accord, 10 mg
Montelucaste Accord, 4 mg
Montelucaste Accord, 5 mg
Montelucaste Alter, 10 mg
Montelucaste Anova, 10 mg
Montelucaste Ascafi, 10 mg
Montelucaste Aurobindo, 10 mg
Montelucaste Aurobindo, 4 mg
Montelucaste Aurobindo, 5 mg
Montelucaste Aurovitas, 10 mg
Montelucaste Aurovitas, 4 mg
Montelucaste Aurovitas, 5 mg
Montelucaste Axone, 10 mg
Montelucaste Axone, 4 mg
Montelucaste Axone, 5 mg
Montelucaste Azevedos, 10 mg
Montelucaste Azevedos, 4 mg
Montelucaste Azevedos, 5 mg
Montelucaste Baldacci, 10 mg
Montelucaste Baldacci, 4 mg
Montelucaste Baldacci, 5 mg
Montelucaste Bluepharma, 10 mg
Montelucaste Bluepharma, 4 mg
Montelucaste Bluepharma, 5 mg
Montelucaste Chesmon, 10 mg
Montelucaste Ciclum, 10 mg
Montelucaste Ciclum, 4 mg
Montelucaste Ciclum, 5 mg
Montelucaste Cinfa, 10 mg
Montelucaste Cinfa, 4 mg
Montelucaste Cinfa, 5 mg
Montelucaste Farmoz, 10 mg
Montelucaste Generis Phar, 10 mg
Montelucaste Generis Phar, 4 mg
Montelucaste Generis Phar, 5 mg
Montelucaste Generis, 10 mg
Montelucaste Generis, 4 mg
Montelucaste Generis, 5 mg
Montelucaste Krka, 10 mg
Montelucaste Krka, 4 mg
Montelucaste Krka, 5 mg
Montelucaste Labesfal, 10 mg
Montelucaste Labesfal, 4 mg
Montelucaste Labesfal, 5 mg
Montelucaste Mylan, 10 mg
Montelucaste Mylan, 4 mg
Montelucaste Mylan, 5 mg
Montelucaste Pensa, 10 mg
Montelucaste Pensa, 4 mg
Montelucaste Pensa, 5 mg
Montelucaste Pharmakern, 10 mg
Montelucaste Pharmakern, 4 mg
Montelucaste Pharmakern, 5 mg
Montelucaste Ratiopharm, 10 mg
Montelucaste Ratiopharm, 4 mg
Montelucaste Ratiopharm, 5 mg
Montelucaste Sandoz, 10 mg
Montelucaste Sandoz, 4 mg
Montelucaste Sandoz, 5 mg
Montelucaste Tecnigen, 10 mg
Montelucaste Tecnilor, 10 mg
Montelucaste Tecnilor, 4 mg
Montelucaste Tecnilor, 5 mg
Montelucaste Tetrafarma, 10 mg
Montelucaste Teva, 10 mg
Montelucaste Teva, 4 mg
Montelucaste Teva, 5 mg
Montelucaste Tolife, 10 mg
Montelucaste Tolife, 4 mg
Montelucaste Tolife, 5 mg
Montelucaste Valnuen, 10 mg
Morfex, 15 mg
Morfex, 30 mg
Motilium, 1 mg/ml
Motilium, 10 mg
Movalis, 15 mg
Movalis, 15 mg/1.5 ml
Movalis, 7.5 mg
Movexen, 250 mg
Movexen, 500 mg
Movicol Laranja, Associação
Movicol pediátrico Chocolate, Associação
Movicol, Associação
Movin, 20 mg + 40 mg
Moviprep, Associação
Movymia, 0.25 mg/ml
Moxifloxacina Aristo, 400 mg
Moxifloxacina Aurobindo, 400 mg
Moxifloxacina Bloza, 400 mg
Moxifloxacina Bluepharma, 400 mg
Moxifloxacina Ciclum, 400 mg
Moxifloxacina Cinfa, 400 mg
Moxifloxacina Krka, 400 mg
Moxifloxacina Mylan, 400 mg
Moxon, 0.2 mg
Moxon, 0.3 mg
Moxon, 0.4 mg
MST, 10 mg
MST, 100 mg
MST, 30 mg
MST, 60 mg
Mucavex, 0.8 mg/ml
Mucavex, 1.6 mg/ml
Mucinum, Associação
Mucodox, 100 mg
Mucodox, 200 mg
Mucodox, 8 mg/ml
Mucodrenol, 6 mg/ml
Mucofalk, 3250 mg
Mucoral, 20 mg/ml
Mucoral, 400 mg
Mucoral, 50 mg/ml
Mucosolvan Perlonguets, 75 mg
Mucosolvan, 15 mg
Mucosolvan, 15 mg/2 ml
Mucosolvan, 30 mg
Mucosolvan, 6 mg/ml
Mucospas, 1.5 mg/ml + 0.001 mg/ml
Mucospas, 3 mg/ml + 0.002 mg/ml
Mucotosse, 30 mg
Mucotosse, 6 mg/ml
Multaq, 400 mg
Mupirocina Isdin, 20 mg/g
Muse, 0.125 mg
Muse, 0.25 mg
Muse, 0.5 mg
Muse, 1 mg
Muximed, 6 mg/ml
Mycostatin, 100000 U.I./ml
Mycoster, 10 mg/g
Mycoster, 10 mg/ml
Mycoster, 80 mg/g
Mydrane, Associação
Mydriasert, 5.376 mg + 0.28 mg
Myfenax, 250 mg
Myfenax, 500 mg
Myfortic, 180 mg
Myfortic, 360 mg
Myleran, 2 mg
Mymus, 66.6 mg/ml
Mysimba, 90 mg + 8 mg
Mysoline, 250 mg
Mystrelle, 0.015 mg/24 h + 0.12 mg/24 h
Naabak, 49 mg/ml
Nadiclox 2% creme, 20 mg/g
Nadiclox 2% pomada, 20 mg/g
Nadixa, 10 mg/g
Nailex, 50 mg/ml
Naipol, 500 mg
Nalbix, 10 mg/g
Nalbix, 10 mg/ml
Nalbix, 100 mg
Naltrexona Accord, 50 mg
Naltrexona Destoxican 50 mg/20 ml Solução Oral, 50 mg/20 ml
Nanog, 66.6 mg/ml
Naprocet, 2.23 mg/ml
Naprocet, 223 mg/ml
Naprosyn Ec, 500 mg
Naprosyn, 250 mg
Naprosyn, 500 mg
Naproxeno Aurobindo, 500 mg
Naproxeno Aurovitas, 500 mg
Naproxeno Generis 500 mg Comprimidos gastrorresistentes, 500 mg
Naproxeno Generis Phar, 250 mg
Naproxeno Generis Phar, 500 mg
Naproxeno Generis, 250 mg
Naproxeno Generis, 500 mg
Naproxeno GP 500 mg Comprimidos gastrorresistentes, 500 mg
Naproxeno Krka, 250 mg
Naproxeno Krka, 500 mg
Naproxeno Labesfal, 500 mg
Naproxeno toLife, 500 mg
Naramig, 2.5 mg
Nasarox Mentol, 0.5 mg/ml
Nasarox, 0.5 mg/ml
Nasex Duo, 1 mg/ml + 50 mg/ml
Nasex, 0.5 mg/ml
Nasex, 1 mg/ml
Nasexilo, 1 mg/ml
Nasitrim Duoeffect, 0.5 mg/ml + 0.6 mg/ml
Nasitrim, 0.5 mg/ml
Nasomet, 50 µg/dose
Nasorhinathiol, 0.25 mg/ml
Nasorhinathiol, 0.5 mg/ml
Natecal D, 1500 mg + 400 U.I.
Natecal, 1500 mg
Nausefe, 10 mg + 10 mg + 10 mg
Navoban, 5 mg
Navoban, 5 mg/5 ml
Naxan, 0.04 mg/2 ml
Nazonite, 120 mg
Nebido, 1000 mg/4 ml
Nebilet HCT, 5 mg + 12.5 mg
Nebilet HCT, 5 mg + 25 mg
Nebilet, 5 mg
Nebivolol Aurovitas, 5 mg
Nebivolol Azevedos, 5 mg
Nebivolol Bravet, 5 mg
Nebivolol Ciclum, 5 mg
Nebivolol Cinfa, 5 mg
Nebivolol Generis, 5 mg
Nebivolol GP, 5 mg
Nebivolol Krka, 5 mg
Nebivolol Labesfal, 5 mg
Nebivolol Mylan, 5 mg
Nebivolol Pentafarma, 5 mg
Nebivolol Ratiopharm, 5 mg
Nebivolol Sandoz, 5 mg
Nebivolol Teva, 5 mg
Nebivolol ToLife, 5 mg
Nebivolol Vida, 5 mg
Nebivolol Zentiva, 5 mg
Neclav, 0.5 mg
Neclav, 1 mg
Neclav, 2 mg
Neclav, 3 mg
Neclav, 4 mg
Neclav, 6 mg
Neisvac-C, 10 µg/0.5 ml + 10-20 µg/0.5 ml
Nemdatine, (5 mg)+(10 mg)+(15 mg)+(20 mg)
Nemdatine, 10 mg
Nemdatine, 20 mg
Neobefol, 0.4 mg + 0.002 mg
Neocef, 400 mg
Neoclarityn, 5 mg
Neo-Cystine, 300 mg + 750 U.I.
Neo-Davisolona, 2.5 mg/ml + 3500 U.I./ml
Neodor, 0.25 mg/g
Neogrip, 500 mg
Neo-Sinefrina Alergo, 50 µg/dose
Neo-Sinefrina, 2.5 mg/ml
Neo-Sinefrina, 5 mg/ml
Neotigason, 10 mg
Neotigason, 25 mg
Neparvis, 24 mg + 26 mg
Neparvis, 49 mg + 51 mg
Neparvis, 97 mg + 103 mg
Nerisona C, 1 mg/g + 10 mg/g
Nerisona, 1 mg/g
Nervopan, 1.5 mg
Nervopan, 3 mg
Nervopan, 4.5 mg
Nervopan, 6 mg
Neufil, 500 mg
Neufil, 6.67 mg/ml
Neupro, 2 mg/24 h
Neupro, 4 mg/24 h
Neupro, 6 mg/24 h
Neupro, 8 mg/24 h
Neurobion, 0.2 mg + 200 mg + 100 mg
Neurobion, Associação
Neurontin, 100 mg
Neurontin, 300 mg
Neurontin, 400 mg
Neurontin, 600 mg
Neurontin, 800 mg
Nevanac, 1 mg/ml
Nevanac, 3 mg/ml
Nexium Control, 20 mg
Nexium, 10 mg
Nexium, 20 mg
Nexium, 40 mg
Nicopass Menta, 2.5 mg
Nicopass, 1.5 mg
Nicopatch 14 mg/24 horas, 14 mg/24 h
Nicopatch 21 mg/24 horas, 21 mg/24 h
Nicopatch 7 mg/24 horas, 7 mg/24 h
Nicopatch TTS, 14 mg/24 h
Nicopatch TTS, 21 mg/24 h
Nicopatch TTS, 7 mg/24 h
Nicorandilo Generis, 10 mg
Nicorandilo Generis, 20 mg
Nicorette Bucomist Sabor Fruta Menta, 1 mg/dose
Nicorette Bucomist, 1 mg/dose
Nicorette Invisipatch, 10 mg/16 h
Nicorette Invisipatch, 15 mg/16 h
Nicorette Invisipatch, 25 mg/16 h
Nicorette, 2 mg
Nicorette, 4 mg
Nicotinell 14 mg/24 horas, 14 mg/24 h
Nicotinell 21 mg/24 horas, 21 mg/24 h
Nicotinell 7 mg/24 horas, 7 mg/24 h
Nicotinell Freshmint, 2 mg
Nicotinell Freshmint, 4 mg
Nicotinell Fruit 2 mg, 2 mg
Nicotinell Fruit 4 mg, 4 mg
Nicotinell Mint, 1 mg
Nicotinell Mint, 2 mg
Nictur, 0.36 mg/ml
Nifedipina Alter 20 mg Comprimidos de Libertação Prolongada, 20 mg
Nifedipina Generis, 30 mg
Nifedipina Generis, 60 mg
Niflux, 50 mg/ml + 8 mg/ml
Nimed, 100 mg
Nimed, 30 mg/g
Nimenrix, Associação
Nimesulida Almus, 100 mg
Nimesulida Alter, 100 mg
Nimesulida Baldacci, 100 mg
Nimesulida Basi, 100 mg
Nimesulida Bluepharma, 100 mg
Nimesulida Ciclum, 100 mg
Nimesulida Cinfa, 100 mg
Nimesulida Farmoz, 100 mg
Nimesulida Generis, 100 mg
Nimesulida GP, 100 mg
Nimesulida Jabasulide, 100 mg
Nimesulida Labesfal, 100 mg
Nimesulida Mylan, 100 mg
Nimesulida Neuride, 100 mg
Nimesulida Pentafarma, 100 mg
Nimesulida Pharmakern, 100 mg
Nimesulida Ratiopharm, 100 mg
Nimesulida Sandoz, 100 mg
Nimesulida Tolife, 100 mg
Nimodipina Labesfal, 30 mg
Nimodipina Tecnilor, 30 mg
Nimotop, 30 mg
Nimvastid, 1.5 mg
Nimvastid, 3 mg
Nimvastid, 4.5 mg
Nimvastid, 6 mg
Nioben, 10 mg + 40 mg
Nioben, 5 mg + 40 mg
Nioben, 5 mg + 80 mg
Niogermos, 80 mg/g
Niquitin Clear, 14 mg/24 h
Niquitin Clear, 21 mg/24 h
Niquitin Clear, 7 mg/24 h
Niquitin Menta Fresca, 2 mg
Niquitin Menta Fresca, 4 mg
Niquitin Menta, 1.5 mg
Niquitin Menta, 4 mg
Niquitin Tropical, 2 mg
Niquitin Tropical, 4 mg
NiQuitin, 14 mg/24 h
Niquitin, 2 mg
NiQuitin, 21 mg/24 h
Niquitin, 4 mg
NiQuitin, 7 mg/24 h
Nitisinona MendeliKABS, 10 mg
Nitisinona MendeliKABS, 2 mg
Nitisinona MendeliKABS, 5 mg
Nitradisc 10, 10 mg/24 h
Nitradisc 5, 5 mg/24 h
Nitroderm TTS 10, 10 mg/24 h
Nitroderm TTS 5, 5 mg/24 h
Nitromint, 0.5 mg
Nivoflox, 250 mg
Nivoflox, 500 mg
Nix, 10 mg/g
Nizoral, 20 mg/g
Nocdurna, 0.025 mg
Nocdurna, 0.05 mg
Nolofene, 200 mg
Nolotil, 2000 mg/5 ml
Nolotil, 575 mg
Noostan, 1200 mg
Nordimet, 10 mg/0.4 ml
Nordimet, 12.5 mg/0.5 ml
Nordimet, 15 mg/0.6 ml
Nordimet, 17.5 mg/0.7 ml
Nordimet, 20 mg/0.8 ml
Nordimet, 22.5 mg/0.9 ml
Nordimet, 25 mg/1 ml
Norditropin SimpleXx, 10 mg/1.5 ml
Norditropin SimpleXx, 15 mg/1.5 ml
Norfloxacina Cinfa 400 mg Comprimidos, 400 mg
Norifaz, 35 mg
Norit Carbomix, 50 g
Norlevo, 1.5 mg
Normacol Plus, 620 mg/g + 80 mg/g
Normalax, 5 mg
Normatal, 62.23 mg + 133 mg
Normison, 20 mg
Normogin, 40 mg
Norpress, 1.5 mg
Norterol, 25 mg
Norvasc, 10 mg
Norvasc, 5 mg
